,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],Compound,Concentration,Cell Type,Cell Count,coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Nuclei Selected,coloc AR - Object No in Spots AR,Unnamed: 25,trc
2464,3,9,5,64,2,1,1432,1583,"[1429,1580,1436,1589]",-593.64,571.16,,,,,0.247792022792,289.916666667,1738,0.327688830888,880.083333333,67,458.711303424,2.55062387011,2,5,,1
2467,3,9,6,61,2,1,1415,1588,"[1409,1582,1420,1593]",-596.26,570.73,,,,,0.204910656221,260.023665049,1764,0.272296977483,1008.9375,103,654.995043701,1.9373599499,5,6,,1
2468,3,9,6,62,2,1,1468,1486,"[1464,1482,1474,1491]",-588.23,585.69,,,,,0.104879,81.3747,1000,0.180275,694.52,76,564.629,1.37417,8,10,,1
2469,3,9,6,62,2,2,1422,1577,"[1418,1573,1427,1583]",-595.12,572.1,,,,,0.214799,296.578,2045,0.307067,1084.14,86,564.629,2.44536,8,12,,1
2470,3,9,6,64,2,1,1434,1583,"[1430,1579,1438,1589]",-593.44,571.23,,,,,0.240417399265,300.933065596,1840,0.318628817136,950.777777778,83,542.905869748,2.30557618387,2,5,,1
2471,3,9,7,25,2,1,1416,1503,"[1411,1498,1422,1508]",-596.03,583.27,,,,,0.030310253124,39.2556145365,1454,0.073113825203,1255.87096774,79,967.373934227,1.33880657361,1,3,,1
2473,3,9,7,53,2,1,1337,1485,"[1331,1478,1343,1491]",-607.8,585.93,,,,,0.143529617541,167.675309598,1601,0.230803467565,1000.55263158,136,784.655877088,1.48884112805,7,6,,1
2475,3,9,7,60,2,1,1412,1597,"[1408,1593,1416,1601]",-596.67,569.35,,,,,0.165955310979,238.636521739,1946,0.237393969453,1199.32,69,784.403443564,1.8331848662,5,3,,1
2476,3,9,7,61,2,1,1415,1585,"[1408,1580,1420,1591]",-596.31,570.99,,,,,0.15377442595,191.120449837,1596,0.205555555556,1051.74193548,109,741.449077491,1.6762612876,7,6,,1
2477,3,9,7,62,2,1,1468,1485,"[1462,1481,1474,1490]",-588.3,585.82,,,,,0.0818086,69.6049,1017,0.131117,781.222,81,656.138,1.29672,6,11,,1
2478,3,9,7,62,2,2,1421,1577,"[1416,1572,1427,1584]",-595.29,572.17,,,,,0.200896,271.985,1970,0.29101,1081.88,114,656.138,2.06338,6,14,,1
2479,3,9,7,64,2,1,1432,1584,"[1427,1579,1437,1589]",-593.67,571.23,,,,,0.205785048318,271.327586207,1895,0.288163801085,1047.17241379,92,646.35091327,2.03991357161,3,1,,1
2484,3,9,8,50,2,1,1282,1445,"[1279,1441,1286,1451]",-615.83,591.62,,,,,0.0904073001159,90.4597101449,1249,0.156952832636,910.12,69,774.168958558,1.29245650976,8,6,,1
2485,3,9,8,59,2,1,1042,1255,"[1038,1248,1046,1260]",-651.43,619.94,,,,,0.0350740504871,36.9785714286,1181,0.0744561597323,1017.32142857,80,873.312490975,1.20724255166,7,3,,1
2486,3,9,8,61,2,1,1413,1584,"[1406,1578,1421,1591]",-596.49,571.21,,,,,0.119198120733,134.160990712,1445,0.186191700331,991.368421053,153,809.117270677,1.39105844425,9,4,,1
2487,3,9,8,62,2,1,1420,1577,"[1413,1571,1427,1584]",-595.49,572.23,,,,,0.160203036495,208.133575318,1712,0.221525404634,1091.05263158,145,740.638796552,1.75414279261,8,6,,1
2488,3,9,8,64,2,1,1432,1583,"[1427,1578,1438,1588]",-593.71,571.36,,,,,0.170512711854,221.303333333,1682,0.219473881364,1076.56666667,100,741.330163203,1.75073140744,3,3,,1
2497,3,9,9,62,2,2,1420,1574,"[1412,1569,1427,1582]",-595.66,572.47,,,,,0.100968,125.535,1507,0.148287,1117.78,149,809.882,1.53518,12,6,,1
2499,3,9,1,36,3,1,731,1051,"[727,1047,738,1058]",-374.18,649.78,,,,,0.0309270037178,37.4395337542,1323,0.0600375752887,1173.13793103,71,949.427866766,1.27505996734,2,3,,1
2523,3,9,7,34,3,1,693,1070,"[686,1067,696,1076]",-380.36,646.96,,,,,0.0409200901532,46.5169354839,1249,0.0678599500807,1090.25806452,80,945.519559902,1.20227549826,4,1,,1
2534,3,9,7,52,3,1,334,1778,"[328,1772,341,1787]",-433.12,542.36,,,,,0.133276825861,71.7304761905,690,0.193280079058,466.476190476,150,423.930586655,1.26956318702,6,16,,1
2553,3,9,8,50,3,1,312,1754,"[307,1750,317,1760]",-436.39,545.98,,,,,0.0514176,22.9921,504,0.0860051,424.172,79,418.511,1.06847,4,10,,1
2574,3,9,9,36,3,1,1776,1401,"[1773,1398,1783,1409]",-219.76,597.94,,,,,0.0486595032789,18.7598973607,462,0.114899579636,366.774193548,88,398.683621567,0.967017630155,3,13,,1
2580,3,9,9,42,3,1,495,1800,"[491,1796,501,1806]",-409.21,539.29,,,,,0.0563750539393,28.863372093,593,0.102102450923,483.125,86,433.12781561,1.18207225129,3,14,,1
2588,3,9,9,53,3,1,340,1794,"[330,1788,345,1801]",-432.57,540.04,,,,,0.109050505051,61.3409090909,722,0.180549620023,501.159090909,152,416.036356372,1.35204529937,3,7,,1
2594,3,9,9,58,3,4,480,1877,"[475,1873,484,1882]",-411.54,527.86,,,,,0.0481887,24.3935,574,0.0873119,481.815,72,477.388,1.06037,4,12,,1
2606,3,9,2,60,4,2,122,1445,"[117,1441,127,1450]",-141.45,591.68,,,,,0.105692,61.6325,753,0.18164,521.5,83,386.236,1.50978,11,21,,1
2607,3,9,2,64,4,1,1686,182,"[1680,176,1692,193]",89.6,778.25,,,,,0.110168218357,136.723195286,1566,0.172894421965,1104.31707317,149,847.514857951,1.46432862718,4,4,,1
2609,3,9,3,51,4,1,89,1331,"[85,1327,94,1338]",-146.31,608.44,,,,,0.112642,70.6197,771,0.161738,556.321,85,407.343,1.5391,11,8,,1
2612,3,9,3,60,4,1,120,1444,"[115,1439,127,1451]",-141.6,591.75,,,,,0.126231284476,76.5497787611,801,0.203719357566,529.875,113,430.579509896,1.40839209675,10,13,,1
2613,3,9,3,64,4,1,1685,182,"[1679,177,1692,188]",89.55,778.4,,,,,0.0940704107924,111.282285714,1423,0.140825068145,1071.68571429,125,829.307356003,1.42645304113,5,11,,1
2615,3,9,4,49,4,1,244,1419,"[239,1414,249,1425]",-123.47,595.53,,,,,0.155203207582,98.1105990783,859,0.233280844757,534.032258065,105,586.090972708,1.0785746353,3,4,,1
2618,3,9,4,60,4,1,119,1444,"[114,1439,126,1450]",-141.77,591.94,,,,,0.119545799635,75.7438330171,814,0.186716120318,557.852941176,124,483.626018703,1.3100965409,9,12,,1
2619,3,9,4,63,4,1,1668,179,"[1664,175,1674,185]",87.18,778.84,,,,,0.0644928,76.2298,1358,0.102381,1105.76,86,935.213,1.26387,9,8,,1
2632,3,9,6,36,4,2,112,733,"[111,732,115,734]",-142.81,697.03,,,,,0.120017,108.154,2569,0.528257,793.0,13,420.504,2.14303,4,5,,1
2634,3,9,6,49,4,1,245,1419,"[240,1413,250,1425]",-123.42,595.62,,,,,0.142218286368,101.242141037,892,0.18724665739,610.636363636,107,635.826437202,1.11961136408,4,1,,1
2656,3,9,1,60,5,1,298,336,"[291,330,305,342]",207.3,755.73,,,,,0.0459871984244,51.8888888889,1257,0.0773772677492,1076.44444444,111,902.581040848,1.25011858467,3,2,,1
2657,3,9,1,61,5,1,231,292,"[226,287,236,300]",197.46,762.06,,,,,0.0606044966731,91.2565982405,1681,0.0860870561999,1414.51612903,88,911.793770755,1.65144002467,1,1,,1
2663,3,9,2,62,5,1,211,287,"[207,284,216,291]",194.6,762.9,,,,,0.0309092613926,51.2777777778,1872,0.0759548236917,1607.7,45,1173.96767909,1.41313752272,1,1,,1
2666,3,9,3,61,5,1,797,1429,"[793,1424,802,1435]",281.3,594.07,,,,,0.0332332936639,24.6007326007,829,0.073387283237,715.642857143,78,756.898235218,0.977996189316,4,5,,1
2680,3,9,6,59,5,1,961,25,"[956,19,966,33]",305.39,801.55,,,,,0.0783651922967,35.8513071895,547,0.129419861776,421.638888889,102,357.285630727,1.28046066434,1,2,,1
2692,3,9,3,63,6,1,762,614,"[758,611,766,621]",275.99,391.42,,,,,0.0261009624232,28.9033613445,1213,0.0587116784339,1078.46428571,68,850.525210084,1.30198098061,7,5,,1
2717,3,9,7,59,6,1,734,1344,"[727,1338,742,1352]",271.98,283.67,,,,,0.0591449650388,71.6166666667,1370,0.091959748929,1139.25,150,934.89996038,1.29518314042,2,2,,1
2718,3,9,7,60,6,1,730,1353,"[726,1350,736,1358]",271.37,282.31,,,,,0.0356539652481,46.4416666667,1443,0.0692354003612,1256.125,60,958.945228297,1.3583327058,2,1,,1
2724,3,9,8,61,6,1,728,1359,"[719,1354,733,1367]",270.76,281.38,,,,,0.0809368517092,110.71516165,1609,0.122738902507,1257.20512821,138,961.179412664,1.42316852799,2,2,,1
2731,3,9,9,61,6,1,726,1361,"[719,1353,733,1367]",270.78,281.43,,,,,0.0747225919499,97.5150157624,1541,0.121333936764,1207.51219512,147,895.958695192,1.4565707302,3,1,,1
2735,3,9,1,53,7,1,681,112,"[674,108,686,118]",-381.9,465.91,,,,,0.0328551183777,25.0379810095,878,0.0872832863609,737.034482759,69,515.52137794,1.4782557938,2,6,,1
2736,3,9,1,57,7,1,621,73,"[616,69,627,81]",-390.77,471.45,,,,,0.0568363554937,31.0487967914,664,0.126153539183,515.235294118,88,414.81543046,1.31693290749,5,14,,1
2738,3,9,2,52,7,1,677,104,"[668,93,685,116]",-382.46,466.91,,,,,0.194310003315,127.402371116,864,0.241144671682,528.263157895,293,466.183597583,1.40645344969,2,9,,1
2740,3,9,2,57,7,1,620,72,"[616,68,628,75]",-390.66,471.8,,,,,0.0421217381795,21.3006912442,614,0.117997073647,484.392857143,62,371.331852023,1.36183725051,6,7,,1
2744,3,9,3,52,7,2,677,96,"[670,91,685,104]",-382.33,467.98,,,,,0.0606015,34.2487,721,0.151852,530.897,130,428.789,1.318,2,14,,1
2749,3,9,4,50,7,1,568,48,"[561,43,573,57]",-398.62,475.15,,,,,0.0595736,37.2845,749,0.11994,588.571,118,412.073,1.5188,3,5,,1
2759,3,9,5,50,7,1,569,55,"[564,50,576,59]",-398.17,474.4,,,,,0.0470313512252,26.6455546814,669,0.106788344541,539.903225806,82,364.179381847,1.55568604026,1,5,,1
2782,3,9,7,63,7,5,2113,1501,"[2110,1497,2118,1508]",-170.11,260.35,,,,,0.0651607,24.843,436,0.100435,356.414,74,361.077,1.05589,5,22,,1
2788,3,9,8,61,7,1,2130,1465,"[2125,1460,2134,1469]",-167.63,265.98,,,,,0.0484413552167,18.7481690141,434,0.0819165378671,368.28,71,353.151324965,1.09592727438,3,5,,1
2795,3,9,1,26,8,1,36,1280,"[33,1275,39,1286]",-799.94,293.11,,,,,0.0364158,32.1116,1065,0.11245,849.692,51,634.523,1.38971,7,3,,1
2796,3,9,1,26,8,2,36,1289,"[27,1286,39,1293]",-800.34,291.86,,,,,0.0366191,35.1032,1080,0.0781133,923.5,63,634.523,1.51075,7,4,,1
2797,3,9,1,26,8,3,29,1298,"[26,1295,35,1304]",-800.96,290.42,,,,,0.0299238,24.2231,950,0.094931,785.269,65,634.523,1.27575,7,5,,1
2798,3,9,1,27,8,1,25,1235,"[20,1231,34,1242]",-801.35,299.77,,,,,0.0389269,32.7899,964,0.0870818,809.556,110,673.353,1.25097,2,2,,1
2803,3,9,1,28,8,1,41,1311,"[34,1308,49,1314]",-799.22,288.68,,,,,0.0287004,23.5205,924,0.0744186,796.0,73,659.781,1.24211,2,2,,1
2809,3,9,1,49,8,1,1655,285,"[1650,281,1661,291]",-560.68,440.25,,,,,0.0476875127105,19.5881495872,482,0.104020219572,391.172413793,71,318.713298566,1.28880898672,2,1,,1
2811,3,9,1,53,8,1,1652,298,"[1645,292,1659,305]",-561.19,438.35,,,,,0.101359,38.3587,451,0.140205,340.086,126,301.243,1.25627,1,1,,1
2825,3,9,2,61,8,1,59,931,"[53,927,64,935]",-796.7,344.97,,,,,0.0303877366997,26.96,978,0.0640612760031,860.24,65,719.516964164,1.23304945427,4,4,,1
2826,3,9,3,27,8,1,52,1286,"[48,1282,55,1294]",-797.68,292.03,,,,,0.0338647520171,41.8688100517,1447,0.0955959113905,1194.48484848,82,979.887371062,1.26173037336,3,1,,1
2851,3,9,6,46,8,1,36,1632,"[27,1623,42,1636]",-800.34,241.48,,,,,0.0331875970542,26.0339639845,931,0.102156902376,758.414634146,107,804.277141802,0.975346130531,1,1,,1
2857,3,9,7,50,8,1,26,1699,"[20,1694,30,1702]",-801.74,231.42,,,,,0.0313238325245,27.4683908046,962,0.0621335566893,849.448275862,60,709.750573132,1.23552794441,4,1,,1
2859,3,9,8,36,8,1,1855,323,"[1853,322,1856,326]",-531.2,434.56,,,,,0.248461200264,150.7,2033,0.633697180741,455.833333333,15,347.327781479,1.74628511071,4,1,,1
2872,3,9,1,58,9,1,114,733,"[113,732,116,735]",-788.5,51.13,,,,,0.117480454344,122.523076923,2730,0.495726495726,920.4,13,808.023456445,1.29070891272,4,4,,1
2876,3,9,1,63,9,2,477,832,"[472,827,482,842]",-734.9,36.2,,,,,0.107494,164.719,1933,0.17129,1367.63,136,1226.56,1.24931,4,5,,1
2889,3,9,2,32,9,1,19,585,"[13,581,24,593]",-802.66,72.88,,,,,0.0400871721049,24.4512195122,708,0.0947042906842,585.5,82,575.52869238,1.05981027113,2,1,,1
2897,3,9,2,62,9,1,485,834,"[479,829,490,844]",-733.78,36.0,,,,,0.0970609916409,136.693421053,1751,0.158593069824,1271.63157895,120,1059.09440971,1.32974453182,4,7,,1
2910,3,9,3,50,9,1,1642,438,"[1639,433,1648,446]",-562.56,94.47,,,,,0.0410774504636,35.5067542899,1001,0.0940615374425,828.878787879,83,748.577931717,1.15470347915,1,1,,1
2914,3,9,3,58,9,2,114,733,"[113,732,115,735]",-788.52,51.14,,,,,0.151505,142.15,2597,0.530754,796.1,12,765.044,1.2264,5,7,,1
2916,3,9,3,62,9,1,485,834,"[479,828,490,842]",-733.76,36.21,,,,,0.0978028550058,150.535897436,1907,0.157286236676,1388.64102564,130,1151.08675715,1.33715109961,6,10,,1
2917,3,9,3,63,9,1,475,835,"[469,826,481,839]",-735.29,36.34,,,,,0.0494771,80.7609,1932,0.109221,1551.53,94,1256.02,1.29957,3,1,,1
2928,3,9,4,56,9,1,110,839,"[106,834,114,845]",-789.21,35.47,,,,,0.0280291294465,27.6571428571,1086,0.0620655932381,959.071428571,70,783.971984592,1.25862733723,4,4,,1
2943,3,9,5,58,9,3,114,733,"[113,732,115,734]",-788.5,51.23,,,,,0.218482,210.589,2438,0.527911,753.286,8,591.058,1.63076,4,6,,1
2960,3,9,6,64,9,2,15,1860,"[10,1852,23,1868]",-802.95,-115.51,,,,,0.0402637,23.9929,700,0.100715,571.9,112,597.601,0.997142,3,3,,1
2961,3,9,6,64,9,3,25,1911,"[21,1909,27,1918]",-801.68,-123.17,,,,,0.0404779,25.4695,726,0.0919346,603.75,41,597.601,1.05291,3,6,,1
3040,3,9,3,63,11,1,1482,421,"[1478,417,1487,428]",-586.23,-225.81,,,,,0.171322295894,208.214805825,1675,0.249009647201,1007.125,103,782.404477723,1.55333953272,4,1,,1
3042,3,9,4,25,11,2,1493,588,"[1488,582,1497,592]",-584.73,-250.26,,,,,0.0777743,50.8529,791,0.134864,603.0,68,541.765,1.20689,2,9,,1
3044,3,9,4,63,11,1,1482,421,"[1478,417,1487,427]",-586.25,-225.71,,,,,0.146145249225,168.968539326,1528,0.215012722646,987.2,89,757.001213726,1.52730077358,3,1,,1
3060,3,9,8,49,11,1,2151,1321,"[2148,1317,2156,1328]",-487.33,-358.87,,,,,0.0333918463147,23.5138888889,757,0.0530952932993,680.666666667,72,748.566297538,0.940705663442,5,5,,1
3062,3,9,9,26,11,1,1441,549,"[1435,544,1445,560]",-592.56,-244.89,,,,,0.0535839237296,29.7105329629,698,0.141682507405,524.756756757,107,384.707608155,1.44126936397,2,2,,1
3063,3,9,9,51,11,1,2050,1373,"[2045,1367,2054,1377]",-502.33,-366.14,,,,,0.0268396784758,27.0415954416,1105,0.0597073240037,980.481481481,65,797.645788438,1.26312091348,6,4,,1
