,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc,cluster_id,cluster_size,nucleus_id
2103,4,6,1,43,9,2,1219,1982,"[1218,1981,1221,1984]",666.48,-1747.97,0.15604,74.7576,1275,0.51846,404.333,11,244.731,1.95762,12,43,1,0,23,0
2123,4,6,8,5,1,1,251,1539,"[250,1538,253,1542]",-445.3,-390.97,0.21459910697,85.0307692308,883,0.478814268967,311.2,13,241.371781479,1.64157867504,7,8,1,0,23,0
2169,4,6,4,61,8,1,251,1496,"[250,1495,253,1498]",-445.32,-1676.19,0.125922630816,65.3247863248,1016,0.382835538752,453.444444444,13,368.490054633,1.40782423907,11,24,1,0,23,0
2220,4,6,5,50,7,1,1101,1987,"[1095,1979,1108,1995]",-1288.43,-1748.76,0.165169771599,96.3280118256,747,0.21081658068,486.87804878,165,465.65467991,1.25244324983,7,8,1,60,8,22
2234,4,6,8,52,1,1,1746,1361,"[1736,1356,1751,1372]",-224.61,-364.79,0.0552337737938,49.4038700515,1041,0.103896424168,845.046511628,131,580.031792897,1.54207130132,8,5,1,40,6,17
2334,4,6,8,50,7,1,1101,1989,"[1094,1981,1108,1996]",-1288.5,-1748.91,0.268705110364,239.455469755,1263,0.319273287986,651.69047619,185,471.925117704,1.88832065197,10,10,1,60,8,22
2359,4,6,6,51,7,2,1110,1983,"[1103,1976,1118,1991]",-1287.04,-1748.16,0.201446,144.759,969,0.256124,573.841,190,480.202,1.49645,10,15,1,60,8,22
2461,4,6,6,10,6,1,112,733,"[111,732,115,734]",-1434.47,-917.5,0.105332080736,74.7474747475,1856,0.490231064323,634.888888889,11,249.035711954,2.84953655067,1,2,1,0,23,0
2519,4,6,8,53,1,1,1746,1358,"[1740,1351,1752,1367]",-224.4,-364.27,0.0971575675249,90.9380952381,1147,0.151578897043,845.047619048,140,633.485989232,1.47751604644,8,8,1,40,6,17
2559,4,6,7,52,7,4,1114,1980,"[1111,1976,1120,1987]",-1286.23,-1747.85,0.0734953,50.3353,940,0.193998,634.542,65,481.385,1.42272,13,14,1,60,8,22
2692,4,6,4,59,8,1,252,1497,"[250,1494,254,1500]",-445.27,-1676.24,0.113297297297,49.9047619048,953,0.41860712387,390.571428571,21,346.844099412,1.26995440091,9,22,1,0,23,0
2891,4,6,6,52,1,2,1743,1364,"[1737,1359,1747,1373]",-224.86,-365.23,0.08518,82.4199,1133,0.122796,885.176,109,661.14,1.46353,7,17,1,40,6,17
2927,4,6,3,62,7,1,651,96,"[646,91,656,102]",-1354.97,-1469.33,0.101633104387,50.1972993248,613,0.160205140729,443.709677419,86,502.013637913,0.983851711274,1,3,1,0,23,0
3145,4,6,1,8,8,2,919,2030,"[918,2029,921,2032]",-346.55,-1755.1,0.120044,50.5846,804,0.368744,370.8,13,297.679,1.41557,16,46,1,0,23,0
3297,4,6,7,61,8,5,250,1497,"[249,1496,252,1499]",-445.39,-1676.3,0.160295,62.8889,892,0.460566,329.444,12,260.062,1.50861,9,13,1,0,23,0
3353,4,6,1,60,7,1,633,57,"[629,53,638,63]",-1357.57,-1463.55,0.104477,51.4696,626,0.173194,441.172,81,397.072,1.24069,1,1,1,0,23,0
3377,4,6,8,52,7,1,1116,1983,"[1109,1978,1120,1989]",-1286.32,-1748.09,0.0957171767232,83.7686746988,1184,0.198744558064,791.4,83,484.487320082,1.80638096896,10,8,1,60,8,22
3421,4,6,7,64,8,4,250,1497,"[249,1496,252,1499]",-445.44,-1676.29,0.132067,52.1462,840,0.420479,342.7,13,251.666,1.56893,13,18,1,0,23,0
3489,4,6,8,61,8,4,251,1540,"[250,1538,253,1542]",-445.34,-1682.62,0.203008,93.8636,969,0.448972,368.5,11,233.236,1.98239,9,14,1,0,23,0
3540,4,6,3,43,2,1,94,888,"[89,881,100,893]",-1437.15,-294.53,0.100874626603,65.5332963374,823,0.169767150203,584.117647059,106,506.291274817,1.28315650636,8,16,1,0,23,0
3715,4,6,8,39,7,3,1038,2021,"[1029,2014,1046,2031]",-1297.92,-1753.93,0.238031,176.111,1053,0.302609,563.756,202,409.964,1.80471,7,13,1,0,23,0
3778,4,6,6,50,7,1,1101,1988,"[1094,1980,1108,1995]",-1288.48,-1748.84,0.221358885017,151.261904762,942,0.278092746039,532.071428571,168,471.537917457,1.44915882273,11,17,1,60,8,22
3783,4,6,7,50,7,3,1101,1988,"[1095,1981,1108,1996]",-1288.43,-1748.95,0.25198,207.639,1175,0.31183,616.39,169,474.87,1.73527,10,11,1,60,8,22
