,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc
4159,4,7,7,54,5,1,1746,87,"[1743,83,1749,90]",-224.39,-821.97,0.0987294301126,60.1285189718,755,0.158068943247,548.894736842,43,424.83994528,1.43353576466,1,5,1
4162,4,7,8,45,5,1,908,1134,"[906,1132,913,1139]",-348.08,-976.94,0.0294760258445,26.6705128205,966,0.0476371227937,878.15,39,700.227164014,1.29218139387,4,3,1
4163,4,7,6,45,8,1,2002,1127,"[1998,1123,2005,1131]",-186.57,-1621.62,0.0845871,54.3709,782,0.141265,588.409,50,507.186,1.26734,2,1,1
4167,4,7,8,34,3,1,1948,1030,"[1942,1024,1958,1037]",774.51,-315.68,0.115858163014,64.1590909091,699,0.176160156026,489.613636364,176,411.994266212,1.34412726751,3,2,1
4170,4,7,2,42,2,1,1307,975,"[1302,970,1312,982]",-1258.04,-307.53,0.171971396976,125.436910377,998,0.245966876695,603.96875,106,450.056208237,1.62069903054,3,7,1
4179,4,7,2,50,9,1,796,617,"[793,613,800,621]",603.94,-1546.16,0.0489582878358,24.3673913043,577,0.098681391917,473.35,46,398.974726299,1.24749102762,4,12,1
4184,4,7,6,54,3,1,1282,1359,"[1281,1358,1284,1361]",675.78,-364.29,0.0882366429718,61.0793650794,1417,0.383692543768,631.142857143,9,337.178884935,2.05298212062,3,4,1
4186,4,7,6,41,3,1,1887,1085,"[1880,1081,1890,1093]",764.99,-324.06,0.0531786146508,26.6785714286,584,0.102927289896,475.0,84,428.417877607,1.17100288679,2,4,1
4192,4,7,8,40,3,2,1892,1096,"[1886,1089,1899,1099]",766.08,-325.16,0.0401968,22.9682,680,0.107109,548.424,79,439.404,1.30038,2,3,1
4196,4,7,4,56,6,2,769,698,"[763,693,773,702]",-1337.55,-912.36,0.0507549,73.1308,1630,0.0874893,1367.73,65,1132.06,1.27278,3,10,1
4199,4,7,2,46,1,1,377,1884,"[371,1879,386,1891]",-426.64,-441.9,0.107306413214,94.8451534241,1103,0.165945289622,789.027027027,133,662.170801309,1.33480995946,4,12,1
4205,4,7,2,5,3,1,1944,936,"[1940,932,1952,946]",773.95,-302.03,0.0698480478572,33.0764503441,600,0.15332247644,440.472222222,113,270.904906704,1.74802545413,4,8,1
4206,4,7,2,45,8,1,2075,1094,"[2071,1091,2079,1099]",-175.68,-1616.81,0.101626,48.5636,615,0.177818,429.304,53,372.073,1.28434,2,10,1
4208,4,7,7,6,9,1,326,1216,"[323,1213,328,1221]",534.46,-1634.85,0.049380359038,154.280701754,3845,0.12838453578,2970.05263158,36,806.270511583,3.87504353495,4,13,1
4209,4,7,7,42,4,1,1030,312,"[1027,308,1033,319]",638.52,-855.57,0.0369181626918,26.4175824176,800,0.0744356629991,689.153846154,49,513.012906532,1.39484098638,1,2,1
4210,4,7,7,53,6,1,834,712,"[830,707,839,721]",-1327.79,-914.76,0.0333982,37.5614,1265,0.0756374,1087.09,87,852.147,1.31979,2,5,1
4211,4,7,7,53,6,2,794,733,"[790,730,798,740]",-1333.8,-917.74,0.0714835,96.9953,1576,0.111465,1259.9,74,852.147,1.59232,2,9,1
4212,4,7,7,53,6,3,806,746,"[803,742,814,750]",-1331.85,-919.47,0.025857,30.1876,1396,0.102121,1137.3,62,852.147,1.37005,2,12,1
4215,4,7,8,63,9,1,1931,237,"[1926,232,1935,246]",771.64,-1490.29,0.202288,98.6048,644,0.247042,388.844,107,268.179,1.81762,1,5,1
4216,4,7,8,63,9,2,504,546,"[500,542,508,551]",560.81,-1535.76,0.0427553,46.5823,1236,0.0847215,1042.93,61,742.081,1.46818,6,48,1
4218,4,7,8,39,3,1,1894,1084,"[1890,1079,1899,1093]",766.22,-323.94,0.067350650071,38.3438587102,701,0.13801197815,530.972972973,101,434.294403224,1.31090068731,2,2,1
4221,4,7,3,23,5,1,1047,700,"[1041,696,1052,706]",-327.83,-912.79,0.0408246330061,25.8876518219,734,0.0937016447934,608.230769231,76,614.268350227,1.03231498224,2,5,1
4222,4,7,8,61,1,1,414,1836,"[411,1832,418,1840]",-421.2,-434.73,0.037513397642,46.6666666667,1348,0.0591932949188,1197.33333333,52,945.144072627,1.31620145122,3,7,1
4225,4,7,6,53,9,3,1296,1742,"[1291,1739,1303,1746]",677.98,-1712.52,0.110946,165.795,2069,0.217923,1328.59,76,405.671,3.68373,24,84,1
4239,4,7,5,48,1,2,353,1869,"[347,1863,358,1879]",-430.31,-439.98,0.101392,157.453,1834,0.135793,1395.46,153,1138.43,1.36408,4,5,1
4240,4,7,5,48,1,3,374,1879,"[369,1873,379,1885]",-427.27,-441.22,0.0341287,48.9966,1622,0.0782255,1386.65,87,1138.43,1.26107,4,6,1
4248,4,7,8,62,9,3,499,533,"[494,529,504,538]",560.04,-1533.84,0.0526201,47.9652,1028,0.086927,863.571,82,719.063,1.26767,7,60,1
4260,4,7,2,64,9,2,115,646,"[111,643,119,650]",503.25,-1550.55,0.0964939,61.0893,768,0.146269,572.0,56,504.397,1.25514,10,22,1
4262,4,7,2,64,9,4,54,683,"[51,680,59,689]",494.32,-1556.06,0.0532119,34.1127,744,0.101439,606.96,55,504.397,1.27097,10,31,1
4274,4,7,8,60,9,2,157,640,"[152,637,161,645]",509.37,-1549.72,0.0656219,65.9612,1215,0.128025,939.208,59,541.541,1.85613,12,50,1
4285,4,7,8,48,9,1,948,754,"[945,751,950,760]",626.29,-1566.7,0.0526879,40.6739,874,0.0888901,731.304,46,544.968,1.41656,14,65,1
4286,4,7,8,48,9,2,1254,1690,"[1250,1686,1259,1695]",671.67,-1704.82,0.130436,173.573,1758,0.206114,1157.15,79,420.735,3.16285,21,97,1
4287,4,7,7,5,9,1,248,502,"[244,498,254,510]",522.98,-1529.37,0.0410789930849,59.0520496224,1591,0.0715708926951,1378.47222222,103,1119.38545709,1.28420845808,2,2,1
4289,4,7,4,48,1,1,371,1880,"[364,1874,377,1889]",-427.72,-441.41,0.110638853212,157.253585852,1786,0.171120752099,1264.06976744,167,1084.79114847,1.3102276464,4,8,1
4292,4,7,7,49,9,2,954,756,"[951,752,957,760]",627.27,-1566.76,0.0723515,53.8671,893,0.127773,690.652,52,532.183,1.39899,13,69,1
4299,4,7,7,53,9,2,548,538,"[542,531,555,548]",567.26,-1534.73,0.0980969,112.17,1407,0.154088,1031.29,157,781.875,1.46246,6,23,1
4301,4,7,5,36,3,1,1933,1061,"[1928,1058,1936,1069]",771.88,-320.41,0.0484475,24.5915,605,0.112132,483.0,71,409.773,1.23871,2,1,1
4302,4,7,5,36,3,2,1924,1064,"[1921,1059,1929,1070]",770.74,-320.76,0.0503975,26.0475,615,0.112324,490.793,69,409.773,1.26129,2,2,1
4304,4,7,8,48,3,1,1893,1057,"[1888,1051,1897,1061]",766.07,-319.49,0.0480228340585,24.3981609195,579,0.0897232047247,483.655172414,75,452.861496465,1.12187354699,2,2,1
4310,4,7,7,56,4,1,1364,1292,"[1358,1288,1369,1298]",687.72,-1000.21,0.101242026641,67.0174573055,819,0.158468698668,594.935483871,85,538.223336133,1.22988524788,5,6,1
4312,4,7,8,35,8,1,1752,1425,"[1748,1421,1757,1430]",-223.43,-1665.7,0.0732270824773,55.6335978836,899,0.121571947334,704.107142857,81,575.521386941,1.32009123897,1,4,1
4324,4,7,1,1,3,1,1933,940,"[1925,933,1942,948]",772.17,-302.31,0.190176666109,100.007110537,728,0.261854649003,425.857142857,221,308.149866616,1.70652111315,5,12,1
4328,4,7,8,52,10,1,586,1152,"[578,1148,590,1157]",-396.13,-2271.15,0.0394128589995,21.4805555556,607,0.0738294610213,523.533333333,72,359.778392419,1.51485998151,4,5,1
4330,4,7,4,45,8,1,2058,1051,"[2052,1045,2065,1057]",-178.17,-1610.33,0.142909295142,98.3381642512,890,0.202883315813,589.777777778,138,478.839282041,1.43704989928,3,8,1
4332,4,7,5,64,9,2,1956,232,"[1953,229,1960,238]",775.47,-1489.47,0.106364,33.8575,410,0.180776,284.458,57,250.82,1.2691,2,6,1
4333,4,7,5,64,9,3,115,644,"[110,638,121,652]",503.34,-1550.36,0.0913,71.6862,963,0.148831,713.486,110,518.849,1.5133,13,46,1
4334,4,7,5,64,9,4,876,726,"[872,721,880,730]",615.76,-1562.26,0.09022,62.0649,864,0.159838,625.864,56,459.544,1.49698,17,59,1
4343,4,7,8,41,3,1,1884,1086,"[1877,1081,1892,1092]",764.88,-323.98,0.0903049680556,50.7852564103,670,0.134065361746,511.58974359,136,436.950651383,1.28704465417,2,4,1
4348,4,7,8,56,10,1,620,1169,"[616,1164,624,1172]",-390.94,-2273.45,0.0326308139535,23.1102941176,788,0.0698345354264,685.125,51,485.541956421,1.45864901015,4,8,1
4351,4,7,6,49,9,2,954,754,"[950,751,957,760]",627.22,-1566.69,0.0668133,43.4474,771,0.119148,606.833,57,506.171,1.28471,13,49,1
4372,4,7,2,45,9,1,1119,385,"[1115,378,1124,389]",651.71,-1511.61,0.0930566029719,60.5599078341,775,0.135343320259,590.225806452,84,483.303381862,1.34653664491,1,1,1
4381,4,7,7,61,9,3,150,634,"[148,632,156,641]",508.7,-1549.06,0.0303659,23.3599,859,0.0704563,745.923,53,449.963,1.70966,14,82,1
4383,4,7,4,64,8,1,1218,1981,"[1217,1979,1220,1983]",-302.33,-1747.84,0.217134539405,145.027777778,1563,0.498641666223,522.888888889,12,503.682771575,1.32606613599,13,23,1
4385,4,7,8,56,9,1,1080,271,"[1077,268,1085,275]",646.02,-1495.06,0.0356932,24.7642,748,0.0557192,669.043,52,579.126,1.19803,1,4,1
4388,4,7,3,12,9,1,1858,464,"[1854,461,1861,472]",760.84,-1523.91,0.143331560835,109.892307692,1044,0.227652020533,656.807692308,70,409.394381053,1.8727662994,2,5,1
4400,4,7,3,57,6,1,743,769,"[739,765,749,774]",-1341.31,-922.91,0.065414103288,90.738934056,1563,0.093233511217,1296.40740741,82,1161.17586747,1.19460486592,3,10,1
4401,4,7,4,10,8,1,1794,1073,"[1789,1068,1799,1077]",-217.33,-1613.62,0.0262680788997,35.6851851852,1499,0.0624368347137,1322.81481481,62,1024.65098989,1.32581729135,4,6,1
4403,4,7,6,61,9,2,151,638,"[146,633,156,642]",508.62,-1549.28,0.0804129,78.4896,1176,0.134263,897.593,73,523.065,1.86608,14,63,1
4404,4,7,3,47,1,1,357,1876,"[351,1868,364,1884]",-429.61,-440.77,0.126446,154.518,1523,0.17584,1067.49,163,919.195,1.32943,5,5,1
4405,4,7,3,47,1,2,375,1885,"[370,1880,381,1893]",-426.95,-442.15,0.120909,159.17,1681,0.184523,1157.27,113,919.195,1.43217,5,6,1
4406,4,7,6,54,6,1,798,694,"[793,689,804,698]",-1333.22,-911.71,0.031390233172,46.3311688312,1596,0.0549824122382,1429.64285714,77,970.177455176,1.52134438715,3,6,1
4419,4,7,8,45,9,1,514,506,"[509,502,519,512]",562.22,-1529.89,0.0451724,39.0067,957,0.0743755,824.5,75,739.507,1.16768,4,33,1
4420,4,7,8,45,9,2,1679,827,"[1676,824,1683,832]",734.55,-1577.34,0.0494193,42.2667,951,0.0782313,813.0,45,579.638,1.47552,9,45,1
4445,4,7,3,44,8,1,2018,1143,"[2012,1137,2023,1149]",-184.22,-1623.94,0.0972023,61.2226,795,0.16601,568.625,105,464.863,1.35491,4,18,1
4458,4,7,6,55,6,1,781,697,"[776,689,788,703]",-1335.57,-912.01,0.0943729128867,150.36213705,1946,0.148450409739,1442.91428571,123,898.592693908,1.77307965396,3,4,1
4462,4,7,6,37,8,1,1746,1304,"[1742,1300,1750,1309]",-224.43,-1647.81,0.0849919,53.6032,794,0.158208,577.083,67,532.448,1.1845,1,1,1
4464,4,7,6,37,8,3,1795,1379,"[1792,1374,1798,1386]",-217.1,-1658.99,0.100313,104.101,1272,0.153393,933.667,69,532.448,1.94905,1,13,1
4466,4,7,8,59,6,1,746,688,"[742,684,752,693]",-1340.8,-910.98,0.0615244,77.5845,1496,0.116646,1183.45,83,704.68,1.78952,1,1,1
4467,4,7,8,59,6,2,749,719,"[745,716,753,726]",-1340.45,-915.69,0.0327312,34.6388,1187,0.0738958,1023.64,71,704.68,1.50179,1,7,1
4472,4,7,7,61,3,1,1904,1925,"[1900,1922,1908,1929]",767.7,-448.0,0.0678254808596,50.2543520309,859,0.108614671633,690.681818182,47,541.511863173,1.36827320065,4,12,1
4475,4,7,8,63,1,1,463,1835,"[460,1831,467,1838]",-413.96,-434.59,0.0263882700798,28.9555555556,1171,0.0458469782673,1068.33333333,45,861.758811535,1.27331322198,2,2,1
4478,4,7,2,12,7,1,1098,1423,"[1097,1422,1102,1425]",-1288.71,-1665.34,0.1285967721,90.0606060606,1462,0.411011186664,610.272727273,15,570.130091633,1.22837461767,3,5,1
4481,4,7,7,37,8,1,1746,1304,"[1741,1300,1750,1310]",-224.46,-1647.92,0.0632094,39.7447,724,0.102789,589.034,77,551.094,1.14097,1,2,1
4487,4,7,1,32,9,1,265,1141,"[261,1137,279,1148]",526.02,-1623.95,0.0658282129428,162.636060606,3058,0.139773742816,2307.97727273,150,477.309537167,5.17612396349,6,17,1
4490,4,7,3,46,1,2,359,1877,"[354,1871,368,1884]",-429.3,-440.89,0.064268,67.2344,1196,0.099809,978.923,127,850.756,1.22968,4,4,1
4491,4,7,3,46,1,3,378,1885,"[371,1879,385,1891]",-426.6,-442.04,0.112424,127.903,1414,0.166775,1009.77,149,850.756,1.33726,4,6,1
4496,4,7,5,61,8,4,2002,1052,"[1998,1047,2009,1057]",-186.37,-1610.51,0.0412006,24.3803,676,0.0873703,567.367,83,469.823,1.25951,6,20,1
4501,4,7,8,54,9,2,542,539,"[537,533,546,543]",566.32,-1534.47,0.0349369,38.0916,1290,0.101525,1052.21,67,777.163,1.40292,6,49,1
4503,4,7,8,45,8,1,2004,1126,"[1999,1122,2007,1133]",-186.37,-1621.69,0.0900848219619,66.3287037037,882,0.136625062645,669.962962963,72,510.8077759,1.44142611253,2,1,1
4504,4,7,7,56,6,1,768,695,"[761,690,774,702]",-1337.71,-912.04,0.0574621174442,83.65118397089998,1669,0.0976251370113,1372.11111111,122,841.074612634,1.73083609137,3,6,1
4509,4,7,4,64,5,1,1667,1651,"[1662,1642,1673,1658]",-235.99,-1053.09,0.101355,87.2214,1046,0.149872,773.333,128,402.158,2.13984,15,33,1
4510,4,7,4,64,5,2,1652,1650,"[1649,1645,1657,1654]",-238.19,-1053.08,0.0524825,40.7359,1007,0.155847,735.444,61,402.158,1.93004,15,34,1
4511,4,7,8,44,9,1,1684,833,"[1681,830,1688,838]",735.21,-1578.19,0.0490172353526,43.4047619048,999,0.0852235987895,842.095238095,50,570.986440804,1.55082491758,8,27,1
4525,4,7,8,23,1,1,1281,1360,"[1280,1359,1282,1361]",-293.12,-364.37,0.0929210363973,66.9444444444,1469,0.384216725559,653.5,9,317.160503299,2.27154528055,2,4,1
4526,4,7,3,41,8,1,2028,1081,"[2024,1078,2031,1087]",-182.74,-1614.99,0.0829233,43.9644,640,0.136548,486.217,55,389.593,1.36086,3,13,1
4532,4,7,8,46,9,2,1558,1061,"[1553,1055,1563,1067]",716.56,-1611.77,0.103484,63.6882,771,0.165753,551.75,89,472.259,1.30318,15,72,1
4536,4,7,7,39,5,2,56,1866,"[54,1863,60,1873]",-474.0,-1085.18,0.0402414,24.0652,686,0.0889265,573.957,46,432.057,1.38413,5,6,1
4547,4,7,3,54,10,1,232,1006,"[229,1003,236,1012]",-448.1,-2249.66,0.0363080666236,17.9406307978,548,0.0701224924552,476.181818182,49,310.39202765,1.59193022038,2,2,1
4548,4,7,1,44,1,1,379,1885,"[375,1881,384,1891]",-426.41,-442.1,0.0386812572335,29.5975124378,896,0.0983308476515,735.566666667,67,615.831176762,1.24249016285,3,8,1
4562,4,7,1,56,4,2,854,1145,"[851,1142,860,1149]",612.66,-978.45,0.0376497,25.0172,741,0.0735594,639.455,53,515.523,1.28893,6,6,1
4563,4,7,6,2,5,1,1118,742,"[1115,737,1124,747]",-317.02,-918.91,0.0307982534232,41.0451977401,1553,0.0918678228263,1291.66666667,59,1002.73422344,1.32907786855,1,3,1
4570,4,7,7,55,10,2,613,1166,"[606,1161,617,1173]",-392.11,-2273.25,0.0575453,38.114,776,0.1084,624.216,106,453.812,1.45948,4,9,1
4571,4,7,6,47,5,1,965,1138,"[960,1135,969,1144]",-340.0,-977.53,0.0402127915158,38.4150819672,1061,0.0728658968188,916.88,61,775.129157339,1.2324334247,5,8,1
4575,4,7,2,63,9,2,160,680,"[157,676,164,688]",509.89,-1555.74,0.0418149,32.1905,886,0.091373,737.643,66,513.818,1.49826,10,25,1
4581,4,7,4,51,6,1,505,1382,"[501,1378,509,1388]",-1376.53,-1013.45,0.056698648286,46.3329506315,945,0.101497354972,770.846153846,67,678.592737934,1.2042261268,4,7,1
4582,4,7,7,55,8,1,1190,1898,"[1186,1894,1195,1903]",-306.47,-1735.59,0.0518944409089,34.2721417069,766,0.100457592849,626.148148148,69,553.378058532,1.19343418062,8,5,1
4588,4,7,4,55,6,1,782,695,"[777,689,788,702]",-1335.55,-911.95,0.059595,86.554,1639,0.0909155,1365.82,119,1095.57,1.32568,3,4,1
4601,4,7,6,40,4,3,366,1899,"[361,1895,369,1905]",540.26,-1090.03,0.0478346,24.2846,611,0.116601,483.393,62,322.497,1.57421,7,15,1
4602,4,7,6,40,4,4,368,1906,"[362,1903,372,1909]",540.58,-1090.92,0.0495098,25.6752,624,0.117365,492.913,51,322.497,1.60804,7,17,1
4608,4,7,7,64,6,1,724,719,"[721,716,728,723]",-1344.19,-915.48,0.0264392673939,33.6289855072,1340,0.0394428424479,1238.30434783,45,875.334286028,1.45308295772,2,7,1
4619,4,7,6,55,9,2,1053,466,"[1050,463,1057,472]",641.94,-1524.15,0.0673079,50.2298,894,0.1245,696.04,63,618.846,1.2059,5,12,1
4622,4,7,4,41,8,1,2030,1083,"[2023,1080,2033,1090]",-182.7,-1615.37,0.0344831648642,19.777027027,658,0.086032597483,553.75,74,454.91977526,1.26072124849,3,5,1
4627,4,7,4,54,3,1,1282,1359,"[1280,1358,1283,1361]",675.72,-364.26,0.0995943898744,61.7575757576,1453,0.444812727875,558.333333333,11,318.158285361,1.94900129157,3,5,1
4629,4,7,6,39,3,2,1893,1089,"[1889,1084,1897,1093]",766.08,-324.33,0.0485439,25.2267,601,0.097276,494.44,60,418.621,1.24138,2,4,1
4630,4,7,5,45,8,1,2002,1126,"[1998,1122,2005,1129]",-186.58,-1621.38,0.0368816,22.4987,659,0.0573383,587.526,40,494.239,1.23427,3,7,1
4634,4,7,4,46,9,3,459,491,"[453,484,465,498]",553.95,-1527.55,0.0934556,100.087,1282,0.138105,970.868,134,749.671,1.42857,5,12,1
4643,4,7,8,14,9,1,272,456,"[265,450,279,464]",526.44,-1522.47,0.157617273352,228.324786325,1875,0.211522929193,1220.27777778,156,1075.92261463,1.34638174197,4,4,1
4645,4,7,4,4,2,1,2092,913,"[2089,909,2095,920]",-1141.94,-298.53,0.0279477284137,27.4076923077,1086,0.0650874181928,953.269230769,65,792.398196504,1.23760620279,2,1,1
4648,4,7,3,40,9,2,1407,1625,"[1403,1621,1413,1631]",694.35,-1695.29,0.106926,54.2607,631,0.163992,453.2,89,390.552,1.29934,12,22,1
4653,4,7,6,64,8,1,1219,1981,"[1218,1980,1220,1983]",-302.3,-1747.85,0.183514860369,134.282828283,1582,0.451746112669,597.444444444,11,544.502075765,1.34384661748,12,58,1
4659,4,7,7,44,9,2,513,504,"[510,499,517,512]",562.1,-1529.78,0.0662232,62.8939,1144,0.126631,886.833,77,776.176,1.2236,4,19,1
4665,4,7,8,13,8,1,1427,541,"[1421,538,1431,546]",-271.65,-1535.06,0.0500949,44.8242,1088,0.122829,849.962,70,320.751,2.78966,2,1,1
4669,4,7,6,36,3,2,1925,1065,"[1921,1059,1932,1070]",770.88,-320.83,0.0751111,42.6872,700,0.142267,525.633,78,424.372,1.3392,2,4,1
